Ticker,Date/Time,O,H,L,C,VolSP,H,histVola,HV,StDev,log,sqrt(252),bigTrend,otkatPrice,hardRSI,hardOtkat,cutPrice,BuyHR,PriceTrigger,Trigger,bp,Buy,Sell,SellPrice
AAPL,2001-07-02,1.68857,1.73071,1.65286,1.70714,2.04E+12,1,1,64.12561,0.0404,0.02757,15.87451,1,0,0,0,0,0,1.52786,0,1.52786,0,0,1.68857
AAPL,2001-07-03,1.67928,1.72714,1.67857,1.70285,2.03E+12,1,1,64.12823,0.0404,-0.00251,15.87451,1,0,0,0,0,0,1.57057,0,1.57057,0,0,1.67928
AAPL,2001-07-05,1.68571,1.69785,1.64357,1.65643,2.02E+12,1,1,62.9253,0.03964,-0.02764,15.87451,1,0,0,0,0,0,1.56663,0,1.56663,0,0,1.68571
AAPL,2001-07-06,1.62571,1.64,1.55143,1.57357,2.01E+12,1,1,63.33209,0.0399,-0.05132,15.87451,1,0,0,1,0,0,1.52391,0,1.52391,0,0,1.62571
AAPL,2001-07-09,1.57786,1.64286,1.54857,1.62143,2.00E+12,1,1,63.3102,0.03988,0.02996,15.87451,1,0,0,0,0,0,1.44768,0,1.44768,0,0,1.57786
AAPL,2001-07-10,1.63928,1.64786,1.48857,1.51,1.99E+12,1,1,64.28204,0.04049,-0.0712,15.87451,1,1,0,0,0,0,1.49171,1,1.49171,0,0,1.63928
AAPL,2001-07-11,1.50214,1.61071,1.5,1.61,1.99E+12,1,1,64.91263,0.04089,0.06412,15.87451,1,0,0,0,0,0,1.3892,0,1.3892,0,0,1.50214
AAPL,2001-07-12,1.66428,1.77214,1.66428,1.74,2.00E+12,1,1,65.41284,0.04121,0.07765,15.87451,1,0,0,0,0,0,1.4812,0,1.4812,0,0,1.66428
AAPL,2001-07-13,1.72357,1.78643,1.70285,1.775,1.99E+12,1,1,65.16658,0.04105,0.01992,15.87451,1,0,0,0,0,0,1.6008,0,1.6008,0,0,1.72357
AAPL,2001-07-16,1.77714,1.79286,1.70785,1.71143,1.98E+12,1,1,65.31677,0.04115,-0.03647,15.87451,1,0,0,0,0,0,1.633,0,1.633,0,0,1.77714
AAPL,2001-07-17,1.71285,1.80143,1.64357,1.79286,1.98E+12,1,1,65.67981,0.04137,0.04648,15.87451,1,0,0,0,0,0,1.57451,0,1.57451,0,0,1.71285
AAPL,2001-07-18,1.55571,1.62714,1.45857,1.485,1.99E+12,1,1,72.2959,0.04554,-0.1884,15.87451,1,1,0,1,0,0,1.64943,1,1.55571,0,0,1.55571
AAPL,2001-07-19,1.51643,1.53,1.41071,1.42571,1.99E+12,1,1,72.37708,0.04559,-0.04074,15.87451,0,1,0,1,0,0,1.3662,0,1.3662,0,0,1.51643
AAPL,2001-07-20,1.40714,1.43286,1.39214,1.42714,1.96E+12,1,1,72.36935,0.04559,0.001,15.87451,0,1,0,1,0,0,1.31166,0,1.31166,0,0,1.40714
AAPL,2001-07-23,1.435,1.46428,1.39357,1.39571,1.94E+12,1,1,71.82416,0.04524,-0.02227,15.87451,0,1,0,1,0,0,1.31297,0,1.31297,0,0,1.435
AAPL,2001-07-24,1.385,1.42286,1.33786,1.36357,1.93E+12,1,1,71.79884,0.04523,-0.0233,15.87451,0,1,1,1,0,0,1.28406,0,1.28406,0,0,1.385
AAPL,2001-07-25,1.36571,1.37857,1.28357,1.31928,1.93E+12,1,1,71.86613,0.04527,-0.03302,15.87451,0,1,1,0,0,0,1.25448,0,1.25448,0,0,1.36571
AAPL,2001-07-26,1.32,1.34286,1.275,1.32786,1.93E+12,1,1,71.29387,0.04491,0.00648,15.87451,0,1,0,0,0,0,1.21374,0,1.21374,0,0,1.32
AAPL,2001-07-27,1.33928,1.375,1.32143,1.35428,1.92E+12,1,1,70.83749,0.04462,0.01971,15.87451,0,1,0,0,0,0,1.22163,0,1.22163,0,0,1.33928
AAPL,2001-07-30,1.36571,1.38286,1.32214,1.35214,1.91E+12,1,1,70.81794,0.04461,-0.00158,15.87451,0,1,0,0,0,0,1.24594,0,1.24594,0,0,1.36571
AAPL,2001-07-31,1.37643,1.38714,1.32214,1.34214,1.90E+12,1,1,70.75591,0.04457,-0.00742,15.87451,0,1,0,0,0,0,1.24397,0,1.24397,0,0,1.37643
AAPL,2001-08-01,1.35786,1.41286,1.35357,1.36143,1.90E+12,1,1,70.67049,0.04452,0.01427,15.87451,0,1,0,0,0,0,1.23477,0,1.23477,0,0,1.35786
AAPL,2001-08-02,1.40357,1.41928,1.37571,1.41571,1.90E+12,1,1,69.68832,0.0439,0.0391,15.87451,0,1,0,0,0,0,1.25251,0,1.25251,0,0,1.40357
AAPL,2001-08-03,1.42071,1.42143,1.35714,1.39286,1.88E+12,1,1,69.30609,0.04366,-0.01628,15.87451,0,1,0,0,0,0,1.30246,0,1.30246,0,0,1.42071
AAPL,2001-08-06,1.36,1.40428,1.35714,1.36643,1.87E+12,1,1,69.01618,0.04348,-0.01916,15.87451,0,1,0,0,0,0,1.28143,0,1.28143,0,0,1.36
AAPL,2001-08-07,1.38071,1.405,1.35571,1.375,1.87E+12,1,1,68.77477,0.04332,0.00625,15.87451,0,1,0,0,0,0,1.25711,0,1.25711,0,0,1.38071
AAPL,2001-08-08,1.37571,1.40714,1.32428,1.35,1.87E+12,1,1,68.8329,0.04336,-0.01835,15.87451,0,1,0,0,0,0,1.265,0,1.265,0,0,1.37571
AAPL,2001-08-09,1.35428,1.36786,1.33714,1.36071,1.86E+12,1,1,68.43649,0.04311,0.00791,15.87451,0,1,0,0,0,0,1.242,0,1.242,0,0,1.35428
AAPL,2001-08-10,1.36,1.38,1.32786,1.35857,1.86E+12,1,1,68.0965,0.0429,-0.00158,15.87451,0,1,0,0,0,0,1.25186,0,1.25186,0,0,1.36
AAPL,2001-08-13,1.36428,1.38071,1.34,1.36357,1.85E+12,1,1,68.0066,0.04284,0.00367,15.87451,0,1,0,0,0,0,1.24988,0,1.24988,0,0,1.36428
AAPL,2001-08-14,1.37143,1.38286,1.33357,1.33786,1.85E+12,1,1,67.07684,0.04225,-0.01904,15.87451,0,1,0,0,0,0,1.25448,0,1.25448,0,0,1.37143
AAPL,2001-08-15,1.34,1.35286,1.3,1.31714,1.85E+12,1,1,66.35192,0.0418,-0.0156,15.87451,0,1,0,0,0,0,1.23083,0,1.23083,0,0,1.34
AAPL,2001-08-16,1.305,1.33928,1.28357,1.33214,1.85E+12,1,1,65.85736,0.04149,0.01132,15.87451,0,1,0,0,0,0,1.21177,0,1.21177,0,0,1.305
AAPL,2001-08-17,1.28571,1.31786,1.285,1.29071,1.84E+12,1,1,65.53114,0.04128,-0.03159,15.87451,0,1,0,0,0,0,1.22557,0,1.22557,0,0,1.28571
AAPL,2001-08-20,1.29571,1.30214,1.27214,1.29428,1.82E+12,1,1,65.37508,0.04118,0.00276,15.87451,0,1,0,0,0,0,1.18746,0,1.18746,0,0,1.29571
AAPL,2001-08-21,1.29571,1.29571,1.26428,1.28,1.81E+12,1,1,65.32623,0.04115,-0.0111,15.87451,0,1,0,0,0,0,1.19074,0,1.19074,0,0,1.29571
AAPL,2001-08-22,1.28143,1.30357,1.25786,1.30071,1.80E+12,1,1,65.32365,0.04115,0.01605,15.87451,0,1,0,0,0,0,1.1776,0,1.1776,0,0,1.28143
AAPL,2001-08-23,1.3,1.31,1.25571,1.27214,1.79E+12,1,1,65.32537,0.04115,-0.02221,15.87451,0,1,0,0,0,0,1.19666,0,1.19666,0,0,1.3
AAPL,2001-08-24,1.28571,1.33,1.26071,1.32643,1.79E+12,1,1,64.91386,0.04089,0.04179,15.87451,0,1,0,0,0,0,1.17037,0,1.17037,0,0,1.28571
AAPL,2001-08-27,1.32857,1.37857,1.29714,1.35143,1.78E+12,1,1,64.7246,0.04077,0.01867,15.87451,0,0,0,0,0,0,1.22031,0,1.22031,0,0,1.32857
AAPL,2001-08-28,1.35,1.36714,1.31428,1.31428,1.78E+12,1,1,63.94453,0.04028,-0.02787,15.87451,0,1,0,0,0,0,1.24331,0,1.24331,0,0,1.35
AAPL,2001-08-29,1.31714,1.345,1.27357,1.27357,1.78E+12,1,1,64.09398,0.04038,-0.03147,15.87451,0,1,0,0,0,0,1.20914,0,1.20914,0,0,1.31714
AAPL,2001-08-30,1.26714,1.29857,1.23428,1.27357,1.78E+12,1,1,64.09417,0.04038,0,15.87451,0,1,0,0,0,0,1.17168,0,1.17168,0,0,1.26714
AAPL,2001-08-31,1.26643,1.32857,1.26071,1.325,1.77E+12,1,1,63.40281,0.03994,0.03959,15.87451,0,0,0,0,0,0,1.17168,0,1.17168,0,0,1.26643
AAPL,2001-09-04,1.32143,1.36286,1.29857,1.30357,1.77E+12,1,1,63.42808,0.03996,-0.01631,15.87451,0,1,0,0,0,0,1.219,0,1.219,0,0,1.32143
AAPL,2001-09-05,1.30286,1.35357,1.29428,1.325,1.79E+12,1,1,63.31601,0.03989,0.0163,15.87451,0,0,0,0,0,0,1.19928,0,1.19928,0,0,1.30286
AAPL,2001-09-06,1.31428,1.35214,1.26071,1.26571,1.79E+12,1,1,63.33465,0.0399,-0.04578,15.87451,0,1,0,0,0,0,1.219,0,1.219,0,0,1.31428
AAPL,2001-09-07,1.25,1.29286,1.22857,1.23428,1.79E+12,1,1,62.98502,0.03968,-0.02514,15.87451,0,1,0,0,0,0,1.16446,0,1.16446,0,0,1.25
AAPL,2001-09-10,1.21429,1.25,1.20857,1.24071,1.79E+12,1,1,60.38914,0.03804,0.00519,15.87451,0,1,0,0,0,0,1.13554,0,1.13554,0,0,1.21429
AAPL,2001-09-17,1.14286,1.21929,1.12357,1.21357,1.82E+12,1,1,57.14726,0.036,-0.02212,15.87451,0,1,0,0,0,0,1.14146,1,1.14146,0,0,1.14286
AAPL,2001-09-18,1.20714,1.26571,1.155,1.16286,1.83E+12,1,1,57.36072,0.03613,-0.04269,15.87451,0,1,1,0,0,0,1.11648,0,1.11648,0,0,1.20714
AAPL,2001-09-19,1.17857,1.22143,1.11428,1.21571,1.85E+12,1,1,57.69986,0.03635,0.04445,15.87451,0,1,0,0,0,0,1.06983,0,1.06983,0,0,1.17857
AAPL,2001-09-20,1.16357,1.21071,1.10714,1.12,1.86E+12,1,1,59.01096,0.03717,-0.082,15.87451,0,1,0,0,0,0,1.11846,1,1.11846,0,0,1.16357
AAPL,2001-09-21,1.05714,1.16071,1.04857,1.12357,1.87E+12,1,1,58.79445,0.03704,0.00318,15.87451,0,1,0,1,0,0,1.0304,0,1.0304,0,0,1.05714
AAPL,2001-09-24,1.15071,1.20286,1.13928,1.175,1.87E+12,1,1,59.30573,0.03736,0.04476,15.87451,0,1,0,0,0,0,1.03368,0,1.03368,0,0,1.15071
AAPL,2001-09-25,1.15286,1.15857,1.09643,1.11,1.88E+12,1,1,59.01508,0.03718,-0.05691,15.87451,0,1,0,0,0,0,1.081,0,1.081,0,0,1.15286
AAPL,2001-09-26,1.12928,1.135,1.06643,1.08214,1.88E+12,1,1,58.99643,0.03716,-0.02542,15.87451,0,1,0,1,0,0,1.0212,0,1.0212,0,0,1.12928
AAPL,2001-09-27,1.08929,1.125,1.08571,1.10786,1.87E+12,1,1,59.06569,0.03721,0.02348,15.87451,0,1,0,0,0,0,0.99557,0,0.99557,0,0,1.08929
AAPL,2001-09-28,1.12214,1.13643,1.09929,1.10786,1.87E+12,1,1,58.87415,0.03709,0,15.87451,0,1,0,0,0,0,1.01923,0,1.01923,0,0,1.12214
AAPL,2001-10-01,1.10643,1.14214,1.08786,1.11,1.87E+12,1,1,58.15541,0.03663,0.00193,15.87451,0,1,0,0,0,0,1.01923,0,1.01923,0,0,1.10643
AAPL,2001-10-02,1.10214,1.13071,1.06286,1.075,1.87E+12,1,1,58.02889,0.03655,-0.03204,15.87451,0,1,0,0,0,0,1.0212,0,1.0212,0,0,1.10214
AAPL,2001-10-03,1.06786,1.09714,1.05929,1.07,1.88E+12,1,1,57.88287,0.03646,-0.00466,15.87451,0,1,0,0,0,0,0.989,0,0.989,0,0,1.06786
AAPL,2001-10-04,1.09643,1.16071,1.07143,1.13428,1.89E+12,1,1,58.71663,0.03699,0.05834,15.87451,0,1,0,0,0,0,0.9844,0,0.9844,0,0,1.09643
AAPL,2001-10-05,1.1,1.15357,1.07071,1.15286,1.89E+12,1,1,58.71887,0.03699,0.01624,15.87451,0,1,0,0,0,0,1.04354,0,1.04354,0,0,1.1
AAPL,2001-10-08,1.11214,1.16786,1.10714,1.15714,1.88E+12,1,1,58.42025,0.0368,0.00371,15.87451,0,1,0,0,0,0,1.06063,0,1.06063,0,0,1.11214
AAPL,2001-10-09,1.14643,1.15714,1.11643,1.14286,1.88E+12,1,1,58.43534,0.03681,-0.01242,15.87451,0,1,0,0,0,0,1.06457,0,1.06457,0,0,1.14643
AAPL,2001-10-10,1.15,1.20357,1.13928,1.20143,1.89E+12,1,1,58.93878,0.03713,0.04998,15.87451,0,0,0,0,0,0,1.05143,0,1.05143,0,0,1.15
AAPL,2001-10-11,1.20857,1.26714,1.20357,1.26714,1.91E+12,1,1,59.60995,0.03755,0.05325,15.87451,0,0,0,0,0,0,1.10531,0,1.10531,0,0,1.20857
AAPL,2001-10-12,1.23643,1.29143,1.20429,1.28643,1.92E+12,1,1,59.30907,0.03736,0.0151,15.87451,0,0,0,0,0,0,1.16577,0,1.16577,0,0,1.23643
AAPL,2001-10-15,1.28214,1.31286,1.25357,1.285,1.92E+12,1,1,59.22222,0.03731,-0.00111,15.87451,0,0,0,0,0,0,1.18351,0,1.18351,0,0,1.28214
AAPL,2001-10-16,1.29214,1.3,1.26928,1.28643,1.92E+12,1,1,59.22457,0.03731,0.00111,15.87451,0,0,0,0,0,0,1.1822,0,1.1822,0,0,1.29214
AAPL,2001-10-17,1.31,1.315,1.21143,1.21357,1.92E+12,1,1,59.86856,0.03771,-0.0583,15.87451,0,0,0,0,0,0,1.18351,0,1.18351,0,0,1.31
AAPL,2001-10-18,1.235,1.30214,1.235,1.28571,1.91E+12,1,1,60.63938,0.0382,0.05775,15.87451,0,0,0,0,0,0,1.11648,0,1.11648,0,0,1.235
AAPL,2001-10-19,1.28143,1.31428,1.27714,1.30714,1.91E+12,1,1,60.69786,0.03824,0.01653,15.87451,0,0,0,0,0,0,1.18286,0,1.18286,0,0,1.28143
AAPL,2001-10-22,1.30071,1.36214,1.29214,1.35857,1.91E+12,1,1,61.04186,0.03845,0.03859,15.87451,0,0,0,0,0,0,1.20257,0,1.20257,0,0,1.30071
AAPL,2001-10-23,1.36571,1.38714,1.27643,1.29571,1.91E+12,1,1,61.40353,0.03868,-0.04737,15.87451,0,0,0,0,0,0,1.24988,0,1.24988,0,0,1.36571
AAPL,2001-10-24,1.29,1.36357,1.26786,1.35357,1.91E+12,1,1,61.16972,0.03853,0.04368,15.87451,0,0,0,0,0,0,1.19206,0,1.19206,0,0,1.29
AAPL,2001-10-25,1.31714,1.375,1.29714,1.37071,1.91E+12,1,1,59.83343,0.03769,0.01259,15.87451,0,0,0,0,0,0,1.24528,0,1.24528,0,0,1.31714
AAPL,2001-10-26,1.34714,1.375,1.33,1.33357,1.91E+12,1,1,59.96944,0.03778,-0.02747,15.87451,0,0,0,0,0,0,1.26106,0,1.26106,0,0,1.34714
AAPL,2001-10-29,1.32643,1.33357,1.25357,1.25928,1.91E+12,1,1,60.16275,0.0379,-0.05732,15.87451,0,0,0,1,0,0,1.22688,0,1.22688,0,0,1.32643
AAPL,2001-10-30,1.24143,1.28571,1.21857,1.25714,1.91E+12,1,1,60.14415,0.03789,-0.0017,15.87451,0,0,0,0,0,0,1.15854,0,1.15854,0,0,1.24143
AAPL,2001-10-31,1.26643,1.31428,1.24571,1.25428,1.92E+12,1,1,60.09617,0.03786,-0.00228,15.87451,0,1,0,0,0,0,1.15657,0,1.15657,0,0,1.26643
AAPL,2001-11-01,1.26071,1.34143,1.23214,1.32786,1.92E+12,1,1,60.79212,0.0383,0.057,15.87451,0,0,0,0,0,0,1.15394,0,1.15394,0,0,1.26071
AAPL,2001-11-02,1.32286,1.34714,1.29714,1.32643,1.92E+12,1,1,60.36721,0.03803,-0.00108,15.87451,0,0,0,0,0,0,1.22163,0,1.22163,0,0,1.32286
AAPL,2001-11-05,1.34571,1.375,1.32928,1.36214,1.93E+12,1,1,60.48568,0.0381,0.02657,15.87451,0,0,0,0,0,0,1.22031,0,1.22031,0,0,1.34571
AAPL,2001-11-06,1.35428,1.40143,1.32357,1.39786,1.93E+12,1,1,59.84801,0.0377,0.02588,15.87451,0,0,0,0,0,0,1.25317,0,1.25317,0,0,1.35428
AAPL,2001-11-07,1.39,1.43786,1.38071,1.39928,1.94E+12,1,1,59.80896,0.03768,0.00102,15.87451,0,0,0,0,0,0,1.28603,0,1.28603,0,0,1.39
AAPL,2001-11-08,1.40214,1.42143,1.32643,1.33643,1.94E+12,1,1,60.22527,0.03794,-0.04596,15.87451,0,0,0,0,0,0,1.28734,0,1.28734,0,0,1.40214
AAPL,2001-11-09,1.32857,1.375,1.325,1.33643,1.95E+12,1,1,60.0553,0.03783,0,15.87451,0,0,0,0,0,0,1.22951,0,1.22951,0,0,1.32857
AAPL,2001-11-12,1.33286,1.36928,1.28286,1.33928,1.95E+12,1,1,59.88622,0.03772,0.00214,15.87451,0,0,0,0,0,0,1.22951,0,1.22951,0,0,1.33286
AAPL,2001-11-13,1.36286,1.385,1.33643,1.38357,1.97E+12,1,1,60.11308,0.03787,0.03253,15.87451,0,0,0,0,0,0,1.23214,0,1.23214,0,0,1.36286
AAPL,2001-11-14,1.39928,1.42143,1.36786,1.40071,1.97E+12,1,1,60.13797,0.03788,0.01231,15.87451,0,0,0,0,0,0,1.27288,0,1.27288,0,0,1.39928
AAPL,2001-11-15,1.38928,1.42143,1.37357,1.38928,1.98E+12,1,1,59.07137,0.03721,-0.00819,15.87451,0,0,0,0,0,0,1.28866,0,1.28866,0,0,1.38928
AAPL,2001-11-16,1.37714,1.37786,1.31428,1.355,1.99E+12,1,1,58.87309,0.03709,-0.02499,15.87451,0,0,0,0,0,0,1.27814,0,1.27814,0,0,1.37714
AAPL,2001-11-19,1.35714,1.43214,1.35428,1.42857,2.00E+12,1,1,59.4831,0.03747,0.05287,15.87451,0,0,0,0,0,0,1.2466,0,1.2466,0,0,1.35714
AAPL,2001-11-20,1.41571,1.44286,1.39286,1.395,2.01E+12,1,1,58.33993,0.03675,-0.02378,15.87451,0,0,0,0,0,0,1.31428,0,1.31428,0,0,1.41571
AAPL,2001-11-21,1.40071,1.41428,1.37571,1.40571,2.02E+12,1,1,58.34579,0.03675,0.00765,15.87451,0,0,0,0,0,0,1.2834,0,1.2834,0,0,1.40071
AAPL,2001-11-23,1.40786,1.425,1.39786,1.41714,2.00E+12,1,1,58.31375,0.03673,0.0081,15.87451,0,0,0,0,0,0,1.29326,0,1.29326,0,0,1.40786
AAPL,2001-11-26,1.42428,1.53928,1.42,1.52643,2.01E+12,1,1,59.51493,0.03749,0.07429,15.87451,1,0,0,0,0,0,1.30377,0,1.30377,0,0,1.42428
AAPL,2001-11-27,1.51428,1.53714,1.465,1.5,2.02E+12,1,1,59.54484,0.03751,-0.01747,15.87451,1,0,0,0,0,0,1.40431,0,1.40431,0,0,1.51428
AAPL,2001-11-28,1.48928,1.515,1.45786,1.46643,2.04E+12,1,1,59.46537,0.03746,-0.02263,15.87451,1,0,0,0,0,0,1.38,0,1.38,0,0,1.48928
AAPL,2001-11-29,1.47143,1.47857,1.44214,1.45857,2.04E+12,1,1,59.46828,0.03746,-0.00537,15.87451,1,0,0,0,0,0,1.34911,0,1.34911,0,0,1.47143
AAPL,2001-11-30,1.46214,1.53143,1.44643,1.52143,2.05E+12,1,1,59.71852,0.03762,0.04219,15.87451,1,0,0,0,0,0,1.34188,0,1.34188,0,0,1.46214
AAPL,2001-12-03,1.50428,1.52,1.47143,1.50357,2.05E+12,1,1,59.20097,0.03729,-0.01181,15.87451,1,0,0,0,0,0,1.39971,0,1.39971,0,0,1.50428
AAPL,2001-12-04,1.50357,1.61143,1.48,1.6,2.06E+12,1,1,59.83295,0.03769,0.06216,15.87451,1,0,0,0,0,0,1.38328,0,1.38328,0,0,1.50357
AAPL,2001-12-05,1.59714,1.71643,1.58357,1.69714,2.08E+12,1,1,59.46758,0.03746,0.05894,15.87451,1,0,0,0,0,0,1.472,0,1.472,0,0,1.59714
AAPL,2001-12-06,1.67714,1.67857,1.58143,1.62714,2.10E+12,1,1,58.99909,0.03717,-0.04212,15.87451,1,0,0,0,0,0,1.56137,0,1.56137,0,0,1.67714
AAPL,2001-12-07,1.60428,1.62214,1.57143,1.61,2.10E+12,1,1,57.70858,0.03635,-0.01059,15.87451,1,0,0,0,0,0,1.49697,0,1.49697,0,0,1.60428
AAPL,2001-12-10,1.59214,1.64214,1.58786,1.61,2.10E+12,1,1,57.61428,0.03629,0,15.87451,1,0,0,0,0,0,1.4812,0,1.4812,0,0,1.59214
AAPL,2001-12-11,1.61928,1.63214,1.54643,1.55571,2.11E+12,1,1,57.58157,0.03627,-0.0343,15.87451,1,0,0,0,0,0,1.4812,0,1.4812,0,0,1.61928
AAPL,2001-12-12,1.56214,1.56571,1.51786,1.535,2.10E+12,1,1,57.11336,0.03598,-0.0134,15.87451,1,0,0,0,0,0,1.43126,0,1.43126,0,0,1.56214
AAPL,2001-12-13,1.535,1.53928,1.46428,1.5,2.11E+12,1,1,48.85662,0.03078,-0.02307,15.87451,1,1,1,0,0,0,1.4122,0,1.4122,0,0,1.535
AAPL,2001-12-14,1.48071,1.48857,1.435,1.45643,2.11E+12,1,1,48.65129,0.03065,-0.02948,15.87451,1,1,1,0,0,0,1.38,0,1.38,0,0,1.48071
AAPL,2001-12-17,1.45714,1.5,1.44214,1.47286,2.11E+12,1,1,48.68221,0.03067,0.01122,15.87451,1,1,0,0,0,0,1.33991,0,1.33991,0,0,1.45714
AAPL,2001-12-18,1.49214,1.52357,1.44428,1.50071,2.09E+12,1,1,48.63367,0.03064,0.01874,15.87451,1,1,0,0,0,0,1.35503,0,1.35503,0,0,1.49214
AAPL,2001-12-19,1.47,1.54857,1.46214,1.54428,2.09E+12,1,1,48.67872,0.03066,0.02862,15.87451,1,0,0,0,0,0,1.38066,0,1.38066,0,0,1.47
AAPL,2001-12-20,1.52857,1.53357,1.47286,1.47643,2.08E+12,1,1,48.92589,0.03082,-0.04494,15.87451,1,1,0,0,0,0,1.42074,0,1.42074,0,0,1.52857
AAPL,2001-12-21,1.50071,1.53857,1.48571,1.5,2.09E+12,1,1,48.97401,0.03085,0.01584,15.87451,1,1,0,0,0,0,1.35831,0,1.35831,0,0,1.50071
AAPL,2001-12-24,1.49286,1.53214,1.49286,1.52571,2.05E+12,1,1,48.9501,0.03084,0.017,15.87451,1,1,0,0,0,0,1.38,0,1.38,0,0,1.49286
AAPL,2001-12-26,1.525,1.59286,1.51,1.535,2.03E+12,1,1,48.95409,0.03084,0.00607,15.87451,1,0,0,0,0,0,1.40366,0,1.40366,0,0,1.525
AAPL,2001-12-27,1.54143,1.58928,1.54143,1.57643,2.02E+12,1,1,49.09703,0.03093,0.02663,15.87451,1,0,0,0,0,0,1.4122,0,1.4122,0,0,1.54143
AAPL,2001-12-28,1.56928,1.64286,1.56857,1.60214,2.01E+12,1,1,49.11039,0.03094,0.01618,15.87451,1,0,0,0,0,0,1.45031,0,1.45031,0,0,1.56928
AAPL,2001-12-31,1.60786,1.61857,1.55928,1.56428,2.00E+12,1,1,48.90689,0.03081,-0.02391,15.87451,1,0,0,0,0,0,1.47397,0,1.47397,0,0,1.60786
AAPL,2002-01-02,1.575,1.66428,1.56857,1.66428,1.99E+12,1,1,49.7644,0.03135,0.06197,15.87451,1,0,0,0,0,0,1.43914,0,1.43914,0,0,1.575
AAPL,2002-01-03,1.64286,1.69643,1.62643,1.68428,2.00E+12,1,1,49.67704,0.03129,0.01195,15.87451,1,0,0,0,0,0,1.53114,0,1.53114,0,0,1.64286
AAPL,2002-01-04,1.66714,1.71071,1.64214,1.69214,2.01E+12,1,1,49.6743,0.03129,0.00465,15.87451,1,0,0,0,0,0,1.54954,0,1.54954,0,0,1.66714
AAPL,2002-01-07,1.69428,1.71428,1.625,1.63571,2.00E+12,1,1,49.89595,0.03143,-0.03392,15.87451,1,0,0,0,0,0,1.55677,0,1.55677,0,0,1.69428
AAPL,2002-01-08,1.625,1.64643,1.60428,1.615,2.00E+12,1,1,49.94012,0.03146,-0.01275,15.87451,1,0,0,0,0,0,1.50486,0,1.50486,0,0,1.625
AAPL,2002-01-09,1.62857,1.63786,1.52,1.54643,2.00E+12,1,1,50.44362,0.03178,-0.04339,15.87451,1,1,0,0,0,0,1.4858,0,1.4858,0,0,1.62857
AAPL,2002-01-10,1.51571,1.53357,1.44714,1.51643,2.01E+12,1,1,50.5497,0.03184,-0.01959,15.87451,1,1,1,0,0,0,1.42271,0,1.42271,0,0,1.51571
AAPL,2002-01-11,1.52786,1.56,1.47143,1.50357,2.01E+12,1,1,50.47152,0.03179,-0.00851,15.87451,1,1,1,0,0,0,1.39511,0,1.39511,0,0,1.52786
AAPL,2002-01-14,1.50071,1.52857,1.49286,1.51071,2.01E+12,1,1,50.4034,0.03175,0.00474,15.87451,1,1,0,0,0,0,1.38328,0,1.38328,0,0,1.50071
AAPL,2002-01-15,1.52286,1.55428,1.515,1.55,2.01E+12,1,1,50.52559,0.03183,0.02567,15.87451,1,1,0,0,0,0,1.38986,0,1.38986,0,0,1.52286
AAPL,2002-01-16,1.52928,1.52928,1.46428,1.48428,2.01E+12,1,1,50.7527,0.03197,-0.04332,15.87451,1,1,0,0,0,0,1.426,0,1.426,0,0,1.52928
AAPL,2002-01-17,1.56928,1.62428,1.56214,1.60571,2.01E+12,1,1,52.19841,0.03288,0.07864,15.87451,1,0,0,0,0,0,1.36554,0,1.36554,0,0,1.56928
AAPL,2002-01-18,1.57143,1.61428,1.56857,1.58357,2.02E+12,1,1,52.21811,0.03289,-0.01389,15.87451,1,0,0,0,0,0,1.47726,0,1.47726,0,0,1.57143
AAPL,2002-01-22,1.59071,1.59786,1.55857,1.55857,2.01E+12,1,1,52.24738,0.03291,-0.01591,15.87451,1,1,0,0,0,0,1.45688,0,1.45688,0,0,1.59071
AAPL,2002-01-23,1.55714,1.64571,1.54214,1.64428,2.02E+12,1,1,52.7374,0.03322,0.05354,15.87451,1,0,0,0,0,0,1.43388,0,1.43388,0,0,1.55714
AAPL,2002-01-24,1.63643,1.67928,1.63571,1.65786,2.03E+12,1,1,52.37357,0.03299,0.00822,15.87451,1,0,0,0,0,0,1.51274,0,1.51274,0,0,1.63643
AAPL,2002-01-25,1.635,1.67286,1.61857,1.66071,2.03E+12,1,1,52.30788,0.03295,0.00172,15.87451,1,0,0,0,0,0,1.52523,0,1.52523,0,0,1.635
AAPL,2002-01-28,1.67143,1.68214,1.62286,1.66214,2.03E+12,1,1,52.09,0.03281,0.00086,15.87451,1,0,0,0,0,0,1.52786,0,1.52786,0,0,1.67143
AAPL,2002-01-29,1.65857,1.68143,1.63214,1.64786,2.04E+12,1,1,51.84069,0.03266,-0.00863,15.87451,1,0,0,0,0,0,1.52917,0,1.52917,0,0,1.65857
AAPL,2002-01-30,1.64786,1.72428,1.63857,1.72071,2.05E+12,1,1,52.23539,0.03291,0.04326,15.87451,1,0,0,0,0,0,1.51603,0,1.51603,0,0,1.64786
AAPL,2002-01-31,1.72571,1.76643,1.72214,1.76571,2.05E+12,1,1,52.03727,0.03278,0.02582,15.87451,1,0,0,0,0,0,1.58306,0,1.58306,0,0,1.72571
AAPL,2002-02-01,1.73857,1.78286,1.73857,1.74357,2.06E+12,1,1,52.00629,0.03276,-0.01262,15.87451,1,0,0,0,0,0,1.62446,0,1.62446,0,0,1.73857
